cod_sku,denumire,categorie,producator,garantie_luni,status,depozit,oras_depozit,tara_depozit,cantitate,prag_minim,socket,memory_type,form_factor,interface,storage_form
-KINGSTON-KVR1333D3D8,Kingston KVR1333D3D8R9S/4G 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR1333D3D8,Kingston KVR1333D3D8R9SK2/8G 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR1333D3D8,Kingston KVR1333D3D8R9SL/4G 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR1333D3E9,Kingston KVR1333D3E9S/8G 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR1333D3E9,Kingston KVR1333D3E9SK2/8G 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR1333D3E9,Kingston KVR1333D3E9SK3/12G 12 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR1333D3E9,Kingston KVR1333D3E9SK3/24G 24 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR1333D3LD,Kingston KVR1333D3LD8R9S/4G 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR1333D3LQ,Kingston KVR1333D3LQ8R9S/8G 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR1333D3Q8,Kingston KVR1333D3Q8R9S/8G 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR1333D3S4,Kingston KVR1333D3S4R9S/4G 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR1333D3S8,Kingston KVR1333D3S8R9S/2G 2 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13E9/2I-,Kingston KVR13E9/2I 2 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13E9/4I-,Kingston KVR13E9/4I 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13E9/8I-,Kingston KVR13E9/8I 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13E9K2/1,Kingston KVR13E9K2/16I 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13E9K3/2,Kingston KVR13E9K3/24I 24 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LE9S8/,Kingston KVR13LE9S8/4 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LE9S8/,Kingston KVR13LE9S8/4EF 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LL9Q4/,Kingston KVR13LL9Q4/32I 32 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LR9D4/,Kingston KVR13LR9D4/16 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LR9D4/,Kingston KVR13LR9D4/16HA 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LR9D4/,Kingston KVR13LR9D4/16I 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LR9D4/,Kingston KVR13LR9D4/8HE 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LR9D4/,Kingston KVR13LR9D4/8I 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LR9D4K,Kingston KVR13LR9D4K3/48I 48 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LR9D4K,Kingston KVR13LR9D4K4/64I 64 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LR9D8/,Kingston KVR13LR9D8/8 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LR9D8/,Kingston KVR13LR9D8/8EF 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LR9D8K,Kingston KVR13LR9D8K3/12 12 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LR9D8K,Kingston KVR13LR9D8K4/16 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LR9Q4/,Kingston KVR13LR9Q4/32 32 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LR9Q8/,Kingston KVR13LR9Q8/16 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LR9Q8/,Kingston KVR13LR9Q8/16EF 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LR9S4/,Kingston KVR13LR9S4/4 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LR9S4/,Kingston KVR13LR9S4/8 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LR9S4/,Kingston KVR13LR9S4/8HA 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LR9S4K,Kingston KVR13LR9S4K4/16 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LR9S4L,Kingston KVR13LR9S4L/8 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LR9S8/,Kingston KVR13LR9S8/2 2 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LR9S8/,Kingston KVR13LR9S8/4 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LR9S8/,Kingston KVR13LR9S8/4EF 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LR9S8K,Kingston KVR13LR9S8K4/8 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LSE9/8,Kingston KVR13LSE9/8 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13LSE9S8,Kingston KVR13LSE9S8/4 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13R9D4/1,Kingston KVR13R9D4/16 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13R9D4/1,Kingston KVR13R9D4/16I 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13R9D4/8,Kingston KVR13R9D4/8I 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13R9D4K2,Kingston KVR13R9D4K2/32I 32 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13R9D4K3,Kingston KVR13R9D4K3/48 48 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13R9D4K3,Kingston KVR13R9D4K3/48I 48 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13R9D4K4,Kingston KVR13R9D4K4/64 64 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13R9D4K4,Kingston KVR13R9D4K4/64I 64 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13R9D8/8,Kingston KVR13R9D8/8 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13R9S4/4,Kingston KVR13R9S4/4I 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR13R9S4L/,Kingston KVR13R9S4L/8 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16E11/2-,Kingston KVR16E11/2 2 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16E11/4-,Kingston KVR16E11/4 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16E11/8E,Kingston KVR16E11/8EF 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16E11/8I,Kingston KVR16E11/8I 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16E11K3/,Kingston KVR16E11K3/24 24 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16E11K4/,Kingston KVR16E11K4/32I 32 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16E11S8/,Kingston KVR16E11S8/4EF 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16LE11/8,Kingston KVR16LE11/8EF 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16LE11L/,Kingston KVR16LE11L/4 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-MUSHKIN-PROLINE-4-GB,Mushkin Proline 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-CRUCIAL-CT102472BD13,Crucial CT102472BD1339 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-CRUCIAL-CT2K4G3ERSLD,Crucial CT2K4G3ERSLD81339 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-CRUCIAL-CT2K4G3ERVLD,Crucial CT2K4G3ERVLD81339 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-CRUCIAL-CT2K8G3ERSLD,Crucial CT2K8G3ERSLD41339 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-CRUCIAL-CT2K8G3ERSLD,Crucial CT2K8G3ERSLD81339 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-CRUCIAL-CT2KIT25672B,Crucial CT2KIT25672BD1339 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-CRUCIAL-CT2KIT51272B,Crucial CT2KIT51272BD1339 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-CRUCIAL-CT3K16G3ERSL,Crucial CT3K16G3ERSLD41339 48 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-CRUCIAL-CT3K2G3ERSLD,Crucial CT3K2G3ERSLD81339 6 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-CRUCIAL-CT3K4G3ERSLD,Crucial CT3K4G3ERSLD81339 12 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-CRUCIAL-CT3K4G3ERVLD,Crucial CT3K4G3ERVLD81339 12 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-CRUCIAL-CT3KIT51272B,Crucial CT3KIT51272BD1339 12 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-CRUCIAL-CT4G3ERSLD81,Crucial CT4G3ERSLD81339 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-CRUCIAL-CT4G3ERVLD81,Crucial CT4G3ERVLD81339 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-CRUCIAL-CT51272BD133,Crucial CT51272BD1339 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-CRUCIAL-CT51272BV133,Crucial CT51272BV1339 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-CRUCIAL-CT8G3ERSLD81,Crucial CT8G3ERSLD81339 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-CRUCIAL-CT8G4RFD8213,Crucial CT8G4RFD8213 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-MUSHKIN-STEALTH-4-GB,Mushkin Stealth 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-AVEXIR-RAIDEN-16-GB,Avexir Raiden 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-AVEXIR-CORE-4-GB,Avexir Core 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-AVEXIR-BLITZ-8-GB,Avexir Blitz 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-D1G72L131-8,Kingston D1G72L131 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16R11S8K,Kingston KVR16R11S8K4/16 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-ADATA-AX4U3200W4G16-,ADATA AX4U3200W4G16-QGZ 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-HX318LS11IB,Kingston HX318LS11IB/4 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-HX318LS11IB,Kingston HX318LS11IB/8 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-HX318LS11IB,Kingston HX318LS11IBK2/16 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-HX318LS11IB,Kingston HX318LS11IBK2/8 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-HX424C12PBK,Kingston HX424C12PBK4/32 32 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-HX428C14PBK,Kingston HX428C14PBK4/32 32 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-HX430C15PBK,Kingston HX430C15PBK4/32 32 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-WINTEC-SERVER-16-GB,Wintec Server 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-EVGA-SSC-8-GB,EVGA SSC 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-CORSAIR-CM3X8GSDKIT1,Corsair CM3X8GSDKIT1066 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-CORSAIR-CMV2GX3M1C16,Corsair CMV2GX3M1C1600C11 2 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-D1G72M151-8,Kingston D1G72M151 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-HX321LS11IB,Kingston HX321LS11IB2/4 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KTD-PE421LQ,Kingston KTD-PE421LQ/32G 32 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16LR11S8,Kingston KVR16LR11S8/4HB 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16LSE11/,Kingston KVR16LSE11/4HB 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16LSE11/,Kingston KVR16LSE11/8HB 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16R11S8/,Kingston KVR16R11S8/4HB 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-CRUCIAL-CT25664BA160,Crucial CT25664BA160BA 2 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-CRUCIAL-CT4K8G4RFD82,Crucial CT4K8G4RFD8213 32 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-CRUCIAL-BLT2KIT4G3D1,Crucial BLT2KIT4G3D1608DT1TX0 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-CRUCIAL-CT4G3ERVLD81,Crucial CT4G3ERVLD8160B 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-GEIL-GLR4128GB2400C1,GeIL GLR4128GB2400C14DQC 128 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-GEIL-GLR464GB3000C13,GeIL GLR464GB3000C13QC 64 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-D4G72M152Q-,Kingston D4G72M152Q 32 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-HX321LS11IB,Kingston HX321LS11IB2/8 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16LE11K3,Kingston KVR16LE11K3/24I 24 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16LE11K4,Kingston KVR16LE11K4/32 32 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16R11D8/,Kingston KVR16R11D8/8HB 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-MUSHKIN-ECO2-4-GB,Mushkin ECO2 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-MUSHKIN-ECO2-8-GB,Mushkin ECO2 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-MUSHKIN-ECO2-32-GB,Mushkin ECO2 32 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-MUSHKIN-ECO2-16-GB,Mushkin ECO2 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-TOSHIBA-PA5104U-1M4G,Toshiba PA5104U-1M4G 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-AVEXIR-NOTEBOOK-4-GB,Avexir Notebook 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-AVEXIR-NOTEBOOK-8-GB,Avexir Notebook 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16LR11D4,Kingston KVR16LR11D4K3/48I 48 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16R11S8K,Kingston KVR16R11S8K3/12I 12 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PNY-ANARCHY-X-32-GB,PNY Anarchy X 32 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PNY-ANARCHY-4-GB,PNY Anarchy 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PNY-ANARCHY-X-8-GB,PNY Anarchy X 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KCS-UC421LQ,Kingston KCS-UC421LQ/32G 32 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16LR11S4,Kingston KVR16LR11S4K3/24 24 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16LR11S4,Kingston KVR16LR11S4K3/24I 24 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16LR11S4,Kingston KVR16LR11S4K4/32 32 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16LR11S8,Kingston KVR16LR11S8K3/12I 12 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16LR11S8,Kingston KVR16LR11S8K4/16I 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16R11D8K,Kingston KVR16R11D8K3/24 24 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16R11D8K,Kingston KVR16R11D8K3/24I 24 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16R11D8K,Kingston KVR16R11D8K4/32 32 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16R11S4K,Kingston KVR16R11S4K3/24I 24 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16R11S8K,Kingston KVR16R11S8K2/8 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16R11S8K,Kingston KVR16R11S8K3/12 12 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PATRIOT-PSD48G2133K-,Patriot PSD48G2133K 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PATRIOT-PV38G186C0KG,Patriot PV38G186C0KGN 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-ADATA-AX4U3000W4G16-,ADATA AX4U3000W4G16-QGZ 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-ADATA-AX4U3300W4G16-,ADATA AX4U3300W4G16-DGZ 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-ADATA-AX4U3333W4G16-,ADATA AX4U3333W4G16-DGZ 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR16LR11D8,Kingston KVR16LR11D8/8HB 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PATRIOT-PS34G16ER-B-,Patriot PS34G16ER-B 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-TEAMGROUP-TDWED416G3,TEAMGROUP TDWED416G3000HC16AQC01 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-IMPACT-4-GB,Kingston Impact 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-IMPACT-8-GB,Kingston Impact 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR21S15D8/,Kingston KVR21S15D8/8 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR21S15S8/,Kingston KVR21S15S8/4 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR21SE15S8,Kingston KVR21SE15S8/4 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PANRAM-NINJA-V-8-GB,Panram Ninja-V 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-GEIL-SUPER-LUCE-8-GB,GeIL Super Luce 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-GEIL-SUPER-LUCE-128-,GeIL Super Luce 128 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-GEIL-GLWW464GB2400C1,GeIL GLWW464GB2400C14QC 64 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PANRAM-PSD31333C92G2,Panram PSD31333C92G2VS 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PANRAM-PSD31333C94G2,Panram PSD31333C94G2VS 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PANRAM-PSD31600C114G,Panram PSD31600C114G2VS 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PANRAM-PSD31600C114G,Panram PSD31600C114GVS 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PANRAM-PSD3L1600C114,Panram PSD3L1600C114G2VS 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PANRAM-PSD3L1600C114,Panram PSD3L1600C114GVS 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PANRAM-PSD3L1600C118,Panram PSD3L1600C118G2VS 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PANRAM-NINJA-16-GB,Panram Ninja 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PANRAM-NINJA-8-GB,Panram Ninja 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PANRAM-FALCON-8-GB,Panram Falcon 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PANRAM-FALCON-4-GB,Panram Falcon 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PANRAM-NINJA-4-GB,Panram Ninja 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PANRAM-FALCON-16-GB,Panram Falcon 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PANRAM-HERCULES-8-GB,Panram Hercules 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PANRAM-PSD31600C118G,Panram PSD31600C118GVS 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-ADATA-AX4U3200W4G16-,ADATA AX4U3200W4G16-DGZ 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KTL-TS421LQ,Kingston KTL-TS421LQ/32G 32 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-KVR21SE15D8,Kingston KVR21SE15D8/8 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PANRAM-HERCULES-16-G,Panram Hercules 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-KINGSTON-D1G64KL110-,Kingston D1G64KL110 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PANRAM-NINJA-V-32-GB,Panram Ninja-V 32 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-PANRAM-NINJA-V-4-GB,Panram Ninja-V 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-AVEXIR-BUDGET-4-GB,Avexir Budget 4 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-AVEXIR-RAIDEN-32-GB,Avexir Raiden 32 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-GEIL-SUPER-HERO-16-G,GeIL SUPER HERO 16 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
-GEIL-SUPER-HERO-8-GB,GeIL SUPER HERO 8 GB,RAM,,24,ACTIV,Central,Bucuresti,RO,10,2,,,,,
